"summary","type"
"Support synonyms of step-starting keywords It is generally acceptable that you can describe a business case just using Given/When/Then/And suite. 

However when the scenario you need to write is a long one (say 30 or more steps) I have to accept that the story starts sounding a bit to fade (say made up). It works but you would prefer it to sound more natural. 

I think this could be supported if we improve jBehave to allow defining ""And"" synonyms with exactly the same functionality as the actual ""And""? 

So you can say something like this: 

Given our Payments system supports SWIFT messages 
When a FX transaction message arrives 
And the ""from"" currency is USD 
And the ""to"" currency is GBP 
And the exchange rate is 0.71002 
And the transaction date is the next business day 
And the transaction amount is $200.00 
And the payer account no is 1234567890 
.... 
And +30 others ""when"" steps describing the Foreigner Exchange message 
Then..... 

Someone would say (me included) that if I can say ""With' and ""Having"" are synonyms of ""And"" and rewrite the story like below then it would sound more natural. 

Given our Payments system supports SWIFT messages 
When a FX transaction message arrives 
Having the ""from"" currency as USD 
And the ""to"" currency as GBP 
With an exchange rate of 0.71002 
......","feature containing"
"Surefire cannot recognise jbehave-maven-plugin failures since 4.0.0 Using:
maven-surefire-plugin 2.18.1
jbehave-maven-plugin 4.0.1

I have a jbehave story with 2 scenarios.
If the 1st scenario fails and the 2nd succeeds: surefire fails to recognise the failure and reports success.(!!)
If the 2nd scenario fails and the 1st succeeds: surefire correctly reports the failure.

Previously using  jbehave-maven-plugin 3.9.5, surefire recognised a failure in both cases.
I tested jbehave-maven-plugin 4.0.0 which also has this issue.

I've also tried 2.19.1 of the maven-surefire-plugin without success.","non-feature containing"
"Swedish language support Swedish language file attached.","feature containing"
"Swedish language was incorrect Last submitted Swedish language file was incorrect.","feature containing"
"Table examples include Antony and other Fitnesse / Concordion users would like something along these lines:

Given a user Fred Bloggs with username fbloggs and password Pa55word
When fbloggs logs in with password Pa55word
Then the page should say ""Welcome, Fred Bloggs!""

Other examples include:

name | username | password | attempted | message
--------------------------------------------------------------------------------------------------
Jane Brown | jbrown | F*bble | F*bble | Welcome, Jane Brown
Terri Smith | tsmith | W*bble | w*bble | Incorrect username or password
Terri Smith | tsmith | W*bble | W*bble | Welcome, Terri Smith
Fred Bloggs | fbloggs | Pa55word | Password | Incorrect username or password

where the table headings are the same as the parameters in the various steps.
--

Reckon this could be done, either by using paranamer or by catching the parameter names in the steps (which we don't do at the moment). Shouldn't be too hard. Will look at it over the weekend.","feature containing"
"Table parameters should be formatted as styleable HTML tables Allow table parameters to be formatted as HTML tables and styleable as other tables.","feature containing"
"Table properties may override keywords I would like to specify table header and value separators in the table properties. 

Jbehave 3.1.2 allows me to specify the header/value separators for a story and I must use these values in all scenarios for the story. It would be useful to specify a different separator just for a single scenario, like you can do with the trim option. For example, 

{valueSeparator=!,headerSeparator=%} 

The following email thread triggered this feature request. 
http://thread.gmane.org/gmane.comp.java.jbehave.user/724","feature containing"
"Tables in ODT files are not parsed Hi, 
We are using ODT files to write our stories and we are using tables. The tables are not parsed anymore. I made a patch where I moved from odfdom-java to simple-odf which appear to be the successor. 
I also included the binary odt file I used to test the code","non-feature containing"
"Template-based reporters Currently, most reporters are PrintStream-based and configurable via a set of properties. 

Provide template-based implementations that: 

- build up the report context during the execution 
- generate the report using the context at the end of the execution using a configurable template","feature containing"
"TemplateableOutput does not handle properly parametrised scenarios The output scenario context is reset at every execution of a parametrised scenario, leading to the same scenario being repeated.","non-feature containing"
"TemplateableViewGenerator doesn't close storyDurations FileReader The TemplateableViewGenerator creates a FileReader for reading the ""storyDurations.props"" file but fails to close it afterwards.","non-feature containing"
"Test is passed even if scenario is failed Env: OS X 10.10

Steps:

1. Prepare story with 2 scenarios (Each scenario has table with data). In first scenario should be data which will cause to fail a scenario.
2. Run Jbehave test with Junit annotation @Test

Expected result: Test is failed because one of scenarios is failed.
Actual result: Test is passed.


P.S.
If to swap scenarios - test will be failed. Looks like result is taken from last scenario.","non-feature containing"
"Test run with Eclipse but no with maven I want to integrate Jbehave with maven and have a lot of trouble. I attach a sample with an example. The Story pass if I run as Junit test in eclipse, but when I try with maven fail. 

Is a classloader problem. The exception is: 
org.springframework.beans.factory.BeanDefinitionStoreException: IOException pars 
ing XML document from class path resource [applicationContext.xml]; nested excep 
tion is java.io.FileNotFoundException: class path resource [applicationContext.x 
ml] cannot be opened because it does not exist 

But to fix this I must pass ALL dependencies to the plugin. 


I hope there is a solution to this. Thanks.","non-feature containing"
"Test run with Eclipse but no with maven I want to integrate Jbehave with maven and have a lot of troubles. I attach a sample with an example. The Story pass if I run as Junit test in eclipse, but when I try with maven fail. 

Is a classloader problem. The exception is: 
org.springframework.beans.factory.BeanDefinitionStoreException: IOException pars 
ing XML document from class path resource [applicationContext.xml]; nested excep 
tion is java.io.FileNotFoundException: class path resource [applicationContext.x 
ml] cannot be opened because it does not exist 

But to fix this I must pass ALL dependencies to the plugin. 


I hope there is a solution to this. Thanks.","non-feature containing"
"Tests do not fail when Spring context fails to load When the creation of the Spring context fails, because resources cannot be found, beans cannot be created or some other configuration issue, the tests is not run but the result does not reflect this properly. Therefore Maven and Jenkins think tests are successful which gives a false positive. When nobody looks at the logs, nobody will see there is actually an error. 

Cloned JBehave repo and fixed issue in: https://github.com/diversit/jbehave-core/commit/275f609a8faf2dfb2ee4feaa1be0351accbd9992","non-feature containing"
